created_month,created_year,cd,total_requests,serviced_month,requesttype,count_service,avg_request_closed,percentage_service
July,2020,Council District 10,8902,July,Electronic Waste,362,3,4.07
July,2020,Council District 10,8902,July,Graffiti Removal,925,1,10.39
July,2020,Council District 10,8902,July,Homeless Encampment,324,54,3.64
July,2020,Council District 10,8902,July,Illegal Dumping Pickup,887,7,9.96
July,2020,Council District 10,8902,July,Metal/Household Appliances,986,3,11.08
July,2020,Council District 10,8902,July,Multiple Streetlight Issue,14,17,0.16
July,2020,Council District 10,8902,July,Single Streetlight Issue,29,25,0.33
July,2020,Council District 11,6516,July,Bulky Items,3968,4,60.9
July,2020,Council District 11,6516,July,Electronic Waste,256,3,3.93
July,2020,Council District 11,6516,July,Graffiti Removal,518,6,7.95
July,2020,Council District 11,6516,July,Homeless Encampment,475,32,7.29
July,2020,Council District 11,6516,July,Illegal Dumping Pickup,347,12,5.33
July,2020,Council District 11,6516,July,Metal/Household Appliances,919,3,14.1
July,2020,Council District 11,6516,July,Multiple Streetlight Issue,6,3,0.09
July,2020,Council District 11,6516,July,Single Streetlight Issue,27,1,0.41
July,2020,Council District 12,7840,July,Bulky Items,5069,3,64.66
July,2020,Council District 12,7840,July,Electronic Waste,404,3,5.15
July,2020,Council District 12,7840,July,Graffiti Removal,563,1,7.18
July,2020,Council District 12,7840,July,Homeless Encampment,115,54,1.47
July,2020,Council District 12,7840,July,Illegal Dumping Pickup,413,6,5.27
July,2020,Council District 12,7840,July,Metal/Household Appliances,1235,3,15.75
July,2020,Council District 12,7840,July,Multiple Streetlight Issue,12,4,0.15
July,2020,Council District 12,7840,July,Single Streetlight Issue,29,3,0.37
July,2020,Council District 13,8078,July,Bulky Items,4837,3,59.88
July,2020,Council District 13,8078,July,Electronic Waste,254,3,3.14
July,2020,Council District 13,8078,July,Graffiti Removal,1198,4,14.83
July,2020,Council District 13,8078,July,Homeless Encampment,316,72,3.91
July,2020,Council District 13,8078,July,Illegal Dumping Pickup,642,11,7.95
July,2020,Council District 13,8078,July,Metal/Household Appliances,783,3,9.69
July,2020,Council District 13,8078,July,Multiple Streetlight Issue,17,28,0.21
July,2020,Council District 13,8078,July,Single Streetlight Issue,31,27,0.38
July,2020,Council District 14,6403,July,Bulky Items,3833,4,59.86
July,2020,Council District 14,6403,July,Electronic Waste,303,4,4.73
July,2020,Council District 14,6403,July,Graffiti Removal,697,12,10.89
July,2020,Council District 14,6403,July,Homeless Encampment,272,85,4.25
July,2020,Council District 14,6403,July,Illegal Dumping Pickup,547,12,8.54
July,2020,Council District 14,6403,July,Metal/Household Appliances,669,3,10.45
July,2020,Council District 14,6403,July,Multiple Streetlight Issue,29,21,0.45
July,2020,Council District 14,6403,July,Single Streetlight Issue,53,21,0.83
July,2020,Council District 15,6956,July,Bulky Items,4491,3,64.56
July,2020,Council District 15,6956,July,Electronic Waste,377,3,5.42
July,2020,Council District 15,6956,July,Graffiti Removal,283,1,4.07
July,2020,Council District 15,6956,July,Homeless Encampment,91,39,1.31
July,2020,Council District 15,6956,July,Illegal Dumping Pickup,633,6,9.1
July,2020,Council District 15,6956,July,Metal/Household Appliances,1047,3,15.05
July,2020,Council District 15,6956,July,Multiple Streetlight Issue,9,113,0.13
July,2020,Council District 15,6956,July,Single Streetlight Issue,25,14,0.36
August,2020,Council District 1,6449,August,Bulky Items,3757,4,58.26
August,2020,Council District 1,6449,August,Electronic Waste,217,3,3.36
August,2020,Council District 1,6449,August,Graffiti Removal,1091,4,16.92
August,2020,Council District 1,6449,August,Homeless Encampment,139,44,2.16
August,2020,Council District 1,6449,August,Illegal Dumping Pickup,529,7,8.2
August,2020,Council District 1,6449,August,Metal/Household Appliances,668,3,10.36
August,2020,Council District 1,6449,August,Multiple Streetlight Issue,16,24,0.25
August,2020,Council District 1,6449,August,Single Streetlight Issue,32,50,0.5
August,2020,Council District 2,7833,August,Bulky Items,5170,6,66.0
August,2020,Council District 2,7833,August,Electronic Waste,298,3,3.8
August,2020,Council District 2,7833,August,Graffiti Removal,662,1,8.45
August,2020,Council District 2,7833,August,Homeless Encampment,256,35,3.27
August,2020,Council District 2,7833,August,Illegal Dumping Pickup,570,9,7.28
August,2020,Council District 2,7833,August,Metal/Household Appliances,840,3,10.72
August,2020,Council District 2,7833,August,Multiple Streetlight Issue,14,5,0.18
August,2020,Council District 2,7833,August,Single Streetlight Issue,23,3,0.29
August,2020,Council District 3,6967,August,Bulky Items,4616,3,66.26
August,2020,Council District 3,6967,August,Electronic Waste,291,3,4.18
August,2020,Council District 3,6967,August,Graffiti Removal,357,2,5.12
August,2020,Council District 3,6967,August,Homeless Encampment,272,28,3.9
August,2020,Council District 3,6967,August,Illegal Dumping Pickup,468,5,6.72
August,2020,Council District 3,6967,August,Metal/Household Appliances,912,3,13.09
August,2020,Council District 3,6967,August,Multiple Streetlight Issue,21,32,0.3
August,2020,Council District 3,6967,August,Single Streetlight Issue,30,6,0.43
August,2020,Council District 4,6326,August,Bulky Items,4246,3,67.12
August,2020,Council District 4,6326,August,Electronic Waste,241,3,3.81
August,2020,Council District 4,6326,August,Graffiti Removal,424,3,6.7
August,2020,Council District 4,6326,August,Homeless Encampment,253,32,4.0
August,2020,Council District 4,6326,August,Illegal Dumping Pickup,323,6,5.11
August,2020,Council District 4,6326,August,Metal/Household Appliances,755,3,11.93
August,2020,Council District 4,6326,August,Multiple Streetlight Issue,28,24,0.44
August,2020,Council District 4,6326,August,Single Streetlight Issue,56,21,0.89
August,2020,Council District 5,6204,August,Bulky Items,4208,3,67.83
August,2020,Council District 5,6204,August,Electronic Waste,269,3,4.34
August,2020,Council District 5,6204,August,Graffiti Removal,364,5,5.87
August,2020,Council District 5,6204,August,Homeless Encampment,233,29,3.76
August,2020,Council District 5,6204,August,Illegal Dumping Pickup,295,6,4.75
August,2020,Council District 5,6204,August,Metal/Household Appliances,776,3,12.51
August,2020,Council District 5,6204,August,Multiple Streetlight Issue,19,18,0.31
August,2020,Council District 5,6204,August,Single Streetlight Issue,40,6,0.64
August,2020,Council District 6,6760,August,Bulky Items,3938,7,58.25
August,2020,Council District 6,6760,August,Dead Animal Removal,1,1,0.01
August,2020,Council District 6,6760,August,Electronic Waste,246,3,3.64
August,2020,Council District 6,6760,August,Graffiti Removal,655,1,9.69
August,2020,Council District 6,6760,August,Homeless Encampment,184,54,2.72
August,2020,Council District 6,6760,August,Illegal Dumping Pickup,1101,7,16.29
August,2020,Council District 6,6760,August,Metal/Household Appliances,599,3,8.86
August,2020,Council District 6,6760,August,Multiple Streetlight Issue,17,52,0.25
August,2020,Council District 6,6760,August,Single Streetlight Issue,19,3,0.28
August,2020,Council District 7,7130,August,Bulky Items,4504,3,63.17
August,2020,Council District 7,7130,August,Electronic Waste,353,3,4.95
August,2020,Council District 7,7130,August,Graffiti Removal,263,1,3.69
August,2020,Council District 7,7130,August,Homeless Encampment,241,26,3.38
August,2020,Council District 7,7130,August,Illegal Dumping Pickup,816,4,11.44
August,2020,Council District 7,7130,August,Metal/Household Appliances,923,3,12.95
August,2020,Council District 7,7130,August,Multiple Streetlight Issue,7,37,0.1
August,2020,Council District 7,7130,August,Single Streetlight Issue,23,2,0.32
August,2020,Council District 8,9707,August,Bulky Items,6252,3,64.41
August,2020,Council District 8,9707,August,Electronic Waste,410,2,4.22
August,2020,Council District 8,9707,August,Graffiti Removal,283,10,2.92
August,2020,Council District 8,9707,August,Homeless Encampment,168,39,1.73
August,2020,Council District 8,9707,August,Illegal Dumping Pickup,1478,7,15.23
August,2020,Council District 8,9707,August,Metal/Household Appliances,1065,3,10.97
August,2020,Council District 8,9707,August,Multiple Streetlight Issue,20,41,0.21
August,2020,Council District 8,9707,August,Single Streetlight Issue,31,12,0.32
August,2020,Council District 9,6878,August,Bulky Items,4140,3,60.19
August,2020,Council District 9,6878,August,Dead Animal Removal,1,30,0.01
August,2020,Council District 9,6878,August,Electronic Waste,234,2,3.4
August,2020,Council District 9,6878,August,Graffiti Removal,429,2,6.24
August,2020,Council District 9,6878,August,Homeless Encampment,262,50,3.81
August,2020,Council District 9,6878,August,Illegal Dumping Pickup,1082,9,15.73
August,2020,Council District 9,6878,August,Metal/Household Appliances,662,2,9.62
August,2020,Council District 9,6878,August,Multiple Streetlight Issue,21,70,0.31
August,2020,Council District 9,6878,August,Single Streetlight Issue,47,28,0.68
August,2020,Council District 10,8961,August,Bulky Items,5320,3,59.37
August,2020,Council District 10,8961,August,Electronic Waste,324,2,3.62
August,2020,Council District 10,8961,August,Graffiti Removal,1028,1,11.47
August,2020,Council District 10,8961,August,Homeless Encampment,261,67,2.91
August,2020,Council District 10,8961,August,Illegal Dumping Pickup,1047,7,11.68
August,2020,Council District 10,8961,August,Metal/Household Appliances,927,3,10.34
August,2020,Council District 10,8961,August,Multiple Streetlight Issue,16,36,0.18
August,2020,Council District 10,8961,August,Single Streetlight Issue,38,20,0.42
August,2020,Council District 11,7227,August,Bulky Items,4416,3,61.1
August,2020,Council District 11,7227,August,Electronic Waste,283,3,3.92
August,2020,Council District 11,7227,August,Graffiti Removal,550,8,7.61
August,2020,Council District 11,7227,August,Homeless Encampment,646,28,8.94
August,2020,Council District 11,7227,August,Illegal Dumping Pickup,356,10,4.93
August,2020,Council District 11,7227,August,Metal/Household Appliances,937,3,12.97
August,2020,Council District 11,7227,August,Multiple Streetlight Issue,7,3,0.1
August,2020,Council District 11,7227,August,Single Streetlight Issue,32,2,0.44
August,2020,Council District 12,7946,August,Bulky Items,5284,3,66.5
August,2020,Council District 12,7946,August,Electronic Waste,412,3,5.18
August,2020,Council District 12,7946,August,Graffiti Removal,490,1,6.17
August,2020,Council District 12,7946,August,Homeless Encampment,111,39,1.4
August,2020,Council District 12,7946,August,Illegal Dumping Pickup,357,4,4.49
August,2020,Council District 12,7946,August,Metal/Household Appliances,1222,3,15.38
August,2020,Council District 12,7946,August,Multiple Streetlight Issue,30,25,0.38
August,2020,Council District 12,7946,August,Single Streetlight Issue,40,12,0.5
August,2020,Council District 13,7735,August,Bulky Items,4604,4,59.52
August,2020,Council District 13,7735,August,Dead Animal Removal,1,0,0.01
August,2020,Council District 13,7735,August,Electronic Waste,275,3,3.56
August,2020,Council District 13,7735,August,Graffiti Removal,1126,6,14.56
August,2020,Council District 13,7735,August,Homeless Encampment,288,68,3.72
August,2020,Council District 13,7735,August,Illegal Dumping Pickup,637,11,8.24
August,2020,Council District 13,7735,August,Metal/Household Appliances,739,3,9.55
August,2020,Council District 13,7735,August,Multiple Streetlight Issue,24,26,0.31
August,2020,Council District 13,7735,August,Single Streetlight Issue,41,16,0.53
August,2020,Council District 14,6784,August,Bulky Items,4071,3,60.01
August,2020,Council District 14,6784,August,Electronic Waste,260,3,3.83
August,2020,Council District 14,6784,August,Graffiti Removal,865,7,12.75
August,2020,Council District 14,6784,August,Homeless Encampment,187,65,2.76
August,2020,Council District 14,6784,August,Illegal Dumping Pickup,615,9,9.07
August,2020,Council District 14,6784,August,Metal/Household Appliances,696,3,10.26
August,2020,Council District 14,6784,August,Multiple Streetlight Issue,30,40,0.44
August,2020,Council District 14,6784,August,Single Streetlight Issue,60,37,0.88
August,2020,Council District 15,6493,August,Bulky Items,4261,3,65.62
August,2020,Council District 15,6493,August,Electronic Waste,321,3,4.94
August,2020,Council District 15,6493,August,Graffiti Removal,236,2,3.63
August,2020,Council District 15,6493,August,Homeless Encampment,93,38,1.43
August,2020,Council District 15,6493,August,Illegal Dumping Pickup,622,9,9.58
August,2020,Council District 15,6493,August,Metal/Household Appliances,931,3,14.34
August,2020,Council District 15,6493,August,Multiple Streetlight Issue,6,62,0.09
August,2020,Council District 15,6493,August,Single Streetlight Issue,23,9,0.35
September,2020,Council District 1,6055,September,Bulky Items,3432,5,56.68
September,2020,Council District 1,6055,September,Electronic Waste,187,3,3.09
September,2020,Council District 1,6055,September,Graffiti Removal,1111,3,18.35
September,2020,Council District 1,6055,September,Homeless Encampment,125,42,2.06
September,2020,Council District 1,6055,September,Illegal Dumping Pickup,523,8,8.64
September,2020,Council District 1,6055,September,Metal/Household Appliances,624,3,10.31
September,2020,Council District 1,6055,September,Multiple Streetlight Issue,26,40,0.43
September,2020,Council District 1,6055,September,Single Streetlight Issue,27,30,0.45
September,2020,Council District 2,7502,September,Bulky Items,4858,6,64.76
September,2020,Council District 2,7502,September,Electronic Waste,278,3,3.71
September,2020,Council District 2,7502,September,Graffiti Removal,884,2,11.78
September,2020,Council District 2,7502,September,Homeless Encampment,196,32,2.61
September,2020,Council District 2,7502,September,Illegal Dumping Pickup,515,8,6.86
September,2020,Council District 2,7502,September,Metal/Household Appliances,718,3,9.57
September,2020,Council District 2,7502,September,Multiple Streetlight Issue,26,37,0.35
September,2020,Council District 2,7502,September,Single Streetlight Issue,27,11,0.36
September,2020,Council District 3,6246,September,Bulky Items,4104,3,65.71
September,2020,Council District 3,6246,September,Electronic Waste,247,3,3.95
September,2020,Council District 3,6246,September,Graffiti Removal,353,2,5.65
September,2020,Council District 3,6246,September,Homeless Encampment,203,48,3.25
September,2020,Council District 3,6246,September,Illegal Dumping Pickup,419,7,6.71
September,2020,Council District 3,6246,September,Metal/Household Appliances,857,3,13.72
September,2020,Council District 3,6246,September,Multiple Streetlight Issue,25,49,0.4
September,2020,Council District 3,6246,September,Single Streetlight Issue,38,15,0.61
September,2020,Council District 4,6334,September,Bulky Items,4233,3,66.83
September,2020,Council District 4,6334,September,Dead Animal Removal,1,0,0.02
September,2020,Council District 4,6334,September,Electronic Waste,234,3,3.69
September,2020,Council District 4,6334,September,Graffiti Removal,458,4,7.23
September,2020,Council District 4,6334,September,Homeless Encampment,189,20,2.98
September,2020,Council District 4,6334,September,Illegal Dumping Pickup,320,6,5.05
September,2020,Council District 4,6334,September,Metal/Household Appliances,801,3,12.65
September,2020,Council District 4,6334,September,Multiple Streetlight Issue,43,35,0.68
September,2020,Council District 4,6334,September,Single Streetlight Issue,55,28,0.87
September,2020,Council District 5,5968,September,Bulky Items,3910,3,65.52
September,2020,Council District 5,5968,September,Dead Animal Removal,1,51,0.02
September,2020,Council District 5,5968,September,Electronic Waste,251,3,4.21
September,2020,Council District 5,5968,September,Graffiti Removal,373,4,6.25
September,2020,Council District 5,5968,September,Homeless Encampment,233,31,3.9
September,2020,Council District 5,5968,September,Illegal Dumping Pickup,369,5,6.18
September,2020,Council District 5,5968,September,Metal/Household Appliances,783,3,13.12
September,2020,Council District 5,5968,September,Multiple Streetlight Issue,15,22,0.25
September,2020,Council District 5,5968,September,Single Streetlight Issue,33,11,0.55
September,2020,Council District 6,7084,September,Bulky Items,4069,6,57.44
September,2020,Council District 6,7084,September,Dead Animal Removal,1,69,0.01
September,2020,Council District 6,7084,September,Electronic Waste,236,3,3.33
September,2020,Council District 6,7084,September,Graffiti Removal,739,1,10.43
September,2020,Council District 6,7084,September,Homeless Encampment,178,51,2.51
September,2020,Council District 6,7084,September,Illegal Dumping Pickup,1113,7,15.71
September,2020,Council District 6,7084,September,Metal/Household Appliances,702,3,9.91
September,2020,Council District 6,7084,September,Multiple Streetlight Issue,22,35,0.31
September,2020,Council District 6,7084,September,Single Streetlight Issue,24,15,0.34
September,2020,Council District 7,7355,September,Bulky Items,4507,3,61.28
September,2020,Council District 7,7355,September,Electronic Waste,338,3,4.6
September,2020,Council District 7,7355,September,Graffiti Removal,356,1,4.84
September,2020,Council District 7,7355,September,Homeless Encampment,217,32,2.95
September,2020,Council District 7,7355,September,Illegal Dumping Pickup,967,5,13.15
September,2020,Council District 7,7355,September,Metal/Household Appliances,931,3,12.66
September,2020,Council District 7,7355,September,Multiple Streetlight Issue,14,25,0.19
September,2020,Council District 7,7355,September,Single Streetlight Issue,25,22,0.34
September,2020,Council District 8,9628,September,Bulky Items,6109,3,63.45
September,2020,Council District 8,9628,September,Electronic Waste,393,2,4.08
September,2020,Council District 8,9628,September,Graffiti Removal,305,11,3.17
September,2020,Council District 8,9628,September,Homeless Encampment,163,36,1.69
September,2020,Council District 8,9628,September,Illegal Dumping Pickup,1532,7,15.91
September,2020,Council District 8,9628,September,Metal/Household Appliances,1065,3,11.06
September,2020,Council District 8,9628,September,Multiple Streetlight Issue,16,67,0.17
September,2020,Council District 8,9628,September,Single Streetlight Issue,45,37,0.47
September,2020,Council District 9,6740,September,Bulky Items,3991,3,59.21
September,2020,Council District 9,6740,September,Electronic Waste,250,2,3.71
September,2020,Council District 9,6740,September,Graffiti Removal,393,3,5.83
September,2020,Council District 9,6740,September,Homeless Encampment,245,58,3.64
September,2020,Council District 9,6740,September,Illegal Dumping Pickup,1111,8,16.48
September,2020,Council District 9,6740,September,Metal/Household Appliances,680,2,10.09
September,2020,Council District 9,6740,September,Multiple Streetlight Issue,19,47,0.28
September,2020,Council District 9,6740,September,Single Streetlight Issue,51,39,0.76
September,2020,Council District 10,8470,September,Bulky Items,4915,3,58.03
September,2020,Council District 10,8470,September,Dead Animal Removal,1,1,0.01
September,2020,Council District 10,8470,September,Electronic Waste,302,3,3.57
September,2020,Council District 10,8470,September,Graffiti Removal,1076,2,12.7
September,2020,Council District 10,8470,September,Homeless Encampment,263,55,3.11
September,2020,Council District 10,8470,September,Illegal Dumping Pickup,916,8,10.81
September,2020,Council District 10,8470,September,Metal/Household Appliances,950,3,11.22
September,2020,Council District 10,8470,September,Multiple Streetlight Issue,19,32,0.22
September,2020,Council District 10,8470,September,Single Streetlight Issue,28,25,0.33
September,2020,Council District 11,6488,September,Bulky Items,3771,4,58.12
September,2020,Council District 11,6488,September,Dead Animal Removal,2,24,0.03
September,2020,Council District 11,6488,September,Electronic Waste,202,3,3.11
September,2020,Council District 11,6488,September,Graffiti Removal,769,5,11.85
September,2020,Council District 11,6488,September,Homeless Encampment,525,20,8.09
September,2020,Council District 11,6488,September,Illegal Dumping Pickup,357,8,5.5
September,2020,Council District 11,6488,September,Metal/Household Appliances,822,3,12.67
September,2020,Council District 11,6488,September,Multiple Streetlight Issue,9,5,0.14
September,2020,Council District 11,6488,September,Single Streetlight Issue,31,8,0.48
September,2020,Council District 12,7209,September,Bulky Items,4709,3,65.32
September,2020,Council District 12,7209,September,Electronic Waste,289,3,4.01
September,2020,Council District 12,7209,September,Graffiti Removal,466,2,6.46
September,2020,Council District 12,7209,September,Homeless Encampment,125,35,1.73
September,2020,Council District 12,7209,September,Illegal Dumping Pickup,402,5,5.58
September,2020,Council District 12,7209,September,Metal/Household Appliances,1092,3,15.15
September,2020,Council District 12,7209,September,Multiple Streetlight Issue,55,19,0.76
September,2020,Council District 12,7209,September,Single Streetlight Issue,71,9,0.98
September,2020,Council District 13,7553,September,Bulky Items,4547,4,60.2
September,2020,Council District 13,7553,September,Dead Animal Removal,1,1,0.01
September,2020,Council District 13,7553,September,Electronic Waste,233,3,3.08
September,2020,Council District 13,7553,September,Graffiti Removal,1132,5,14.99
September,2020,Council District 13,7553,September,Homeless Encampment,282,57,3.73
September,2020,Council District 13,7553,September,Illegal Dumping Pickup,585,9,7.75
September,2020,Council District 13,7553,September,Metal/Household Appliances,705,3,9.33
September,2020,Council District 13,7553,September,Multiple Streetlight Issue,23,29,0.3
September,2020,Council District 13,7553,September,Single Streetlight Issue,45,12,0.6
September,2020,Council District 14,6244,September,Bulky Items,3459,4,55.4
September,2020,Council District 14,6244,September,Dead Animal Removal,1,20,0.02
September,2020,Council District 14,6244,September,Electronic Waste,235,3,3.76
September,2020,Council District 14,6244,September,Graffiti Removal,1205,8,19.3
September,2020,Council District 14,6244,September,Homeless Encampment,165,58,2.64
September,2020,Council District 14,6244,September,Illegal Dumping Pickup,516,10,8.26
September,2020,Council District 14,6244,September,Metal/Household Appliances,588,3,9.42
September,2020,Council District 14,6244,September,Multiple Streetlight Issue,36,28,0.58
September,2020,Council District 14,6244,September,Single Streetlight Issue,39,21,0.62
September,2020,Council District 15,6399,September,Bulky Items,4278,3,66.85
September,2020,Council District 15,6399,September,Electronic Waste,248,3,3.88
September,2020,Council District 15,6399,September,Graffiti Removal,218,2,3.41
September,2020,Council District 15,6399,September,Homeless Encampment,98,31,1.53
September,2020,Council District 15,6399,September,Illegal Dumping Pickup,652,7,10.19
September,2020,Council District 15,6399,September,Metal/Household Appliances,870,3,13.6
September,2020,Council District 15,6399,September,Multiple Streetlight Issue,16,62,0.25
September,2020,Council District 15,6399,September,Single Streetlight Issue,19,18,0.3
October,2020,Council District 1,5682,October,Bulky Items,3199,4,56.3
October,2020,Council District 1,5682,October,Electronic Waste,174,3,3.06
October,2020,Council District 1,5682,October,Graffiti Removal,969,3,17.05
October,2020,Council District 1,5682,October,Homeless Encampment,146,25,2.57
October,2020,Council District 1,5682,October,Illegal Dumping Pickup,541,6,9.52
October,2020,Council District 1,5682,October,Metal/Household Appliances,598,3,10.52
October,2020,Council District 1,5682,October,Multiple Streetlight Issue,16,37,0.28
October,2020,Council District 1,5682,October,Single Streetlight Issue,39,30,0.69
October,2020,Council District 2,7475,October,Bulky Items,4860,3,65.02
October,2020,Council District 2,7475,October,Electronic Waste,253,2,3.38
October,2020,Council District 2,7475,October,Graffiti Removal,895,2,11.97
October,2020,Council District 2,7475,October,Homeless Encampment,157,28,2.1
October,2020,Council District 2,7475,October,Illegal Dumping Pickup,569,6,7.61
October,2020,Council District 2,7475,October,Metal/Household Appliances,702,3,9.39
October,2020,Council District 2,7475,October,Multiple Streetlight Issue,12,64,0.16
October,2020,Council District 2,7475,October,Single Streetlight Issue,27,38,0.36
October,2020,Council District 3,6594,October,Bulky Items,4305,3,65.29
October,2020,Council District 3,6594,October,Electronic Waste,277,3,4.2
October,2020,Council District 3,6594,October,Graffiti Removal,416,3,6.31
October,2020,Council District 3,6594,October,Homeless Encampment,268,21,4.06
October,2020,Council District 3,6594,October,Illegal Dumping Pickup,446,6,6.76
October,2020,Council District 3,6594,October,Metal/Household Appliances,820,3,12.44
October,2020,Council District 3,6594,October,Multiple Streetlight Issue,24,69,0.36
October,2020,Council District 3,6594,October,Single Streetlight Issue,38,22,0.58
October,2020,Council District 4,5831,October,Bulky Items,3887,3,66.66
October,2020,Council District 4,5831,October,Dead Animal Removal,1,3,0.02
October,2020,Council District 4,5831,October,Electronic Waste,221,3,3.79
October,2020,Council District 4,5831,October,Graffiti Removal,426,3,7.31
October,2020,Council District 4,5831,October,Homeless Encampment,208,14,3.57
October,2020,Council District 4,5831,October,Illegal Dumping Pickup,315,5,5.4
October,2020,Council District 4,5831,October,Metal/Household Appliances,685,3,11.75
October,2020,Council District 4,5831,October,Multiple Streetlight Issue,35,22,0.6
October,2020,Council District 4,5831,October,Single Streetlight Issue,53,24,0.91
October,2020,Council District 5,5381,October,Bulky Items,3534,3,65.68
October,2020,Council District 5,5381,October,Dead Animal Removal,2,1,0.04
October,2020,Council District 5,5381,October,Electronic Waste,216,3,4.01
October,2020,Council District 5,5381,October,Graffiti Removal,345,5,6.41
October,2020,Council District 5,5381,October,Homeless Encampment,216,17,4.01
October,2020,Council District 5,5381,October,Illegal Dumping Pickup,320,4,5.95
October,2020,Council District 5,5381,October,Metal/Household Appliances,705,3,13.1
October,2020,Council District 5,5381,October,Multiple Streetlight Issue,11,2,0.2
October,2020,Council District 5,5381,October,Single Streetlight Issue,32,9,0.59
October,2020,Council District 6,7054,October,Bulky Items,3878,4,54.98
October,2020,Council District 6,7054,October,Electronic Waste,222,3,3.15
October,2020,Council District 6,7054,October,Graffiti Removal,888,1,12.59
October,2020,Council District 6,7054,October,Homeless Encampment,208,28,2.95
October,2020,Council District 6,7054,October,Illegal Dumping Pickup,1190,4,16.87
October,2020,Council District 6,7054,October,Metal/Household Appliances,610,3,8.65
October,2020,Council District 6,7054,October,Multiple Streetlight Issue,23,47,0.33
October,2020,Council District 6,7054,October,Single Streetlight Issue,35,30,0.5
October,2020,Council District 7,7489,October,Bulky Items,4562,3,60.92
October,2020,Council District 7,7489,October,Dead Animal Removal,1,1,0.01
October,2020,Council District 7,7489,October,Electronic Waste,338,3,4.51
October,2020,Council District 7,7489,October,Graffiti Removal,347,1,4.63
October,2020,Council District 7,7489,October,Homeless Encampment,315,22,4.21
October,2020,Council District 7,7489,October,Illegal Dumping Pickup,965,5,12.89
October,2020,Council District 7,7489,October,Metal/Household Appliances,925,3,12.35
October,2020,Council District 7,7489,October,Multiple Streetlight Issue,8,52,0.11
October,2020,Council District 7,7489,October,Single Streetlight Issue,28,22,0.37
October,2020,Council District 8,8950,October,Bulky Items,5374,3,60.04
October,2020,Council District 8,8950,October,Electronic Waste,346,2,3.87
October,2020,Council District 8,8950,October,Graffiti Removal,372,5,4.16
October,2020,Council District 8,8950,October,Homeless Encampment,177,28,1.98
October,2020,Council District 8,8950,October,Illegal Dumping Pickup,1659,7,18.54
October,2020,Council District 8,8950,October,Metal/Household Appliances,982,2,10.97
October,2020,Council District 8,8950,October,Multiple Streetlight Issue,10,51,0.11
October,2020,Council District 8,8950,October,Single Streetlight Issue,30,32,0.34
October,2020,Council District 9,6195,October,Bulky Items,3468,4,55.98
October,2020,Council District 9,6195,October,Electronic Waste,211,2,3.41
October,2020,Council District 9,6195,October,Graffiti Removal,438,3,7.07
October,2020,Council District 9,6195,October,Homeless Encampment,233,43,3.76
October,2020,Council District 9,6195,October,Illegal Dumping Pickup,1155,10,18.64
October,2020,Council District 9,6195,October,Metal/Household Appliances,602,2,9.72
October,2020,Council District 9,6195,October,Multiple Streetlight Issue,35,41,0.56
October,2020,Council District 9,6195,October,Single Streetlight Issue,53,31,0.86
October,2020,Council District 10,8334,October,Bulky Items,4741,3,56.89
October,2020,Council District 10,8334,October,Dead Animal Removal,1,1,0.01
October,2020,Council District 10,8334,October,Electronic Waste,293,3,3.52
October,2020,Council District 10,8334,October,Graffiti Removal,1181,2,14.17
October,2020,Council District 10,8334,October,Homeless Encampment,307,34,3.68
October,2020,Council District 10,8334,October,Illegal Dumping Pickup,953,7,11.44
October,2020,Council District 10,8334,October,Metal/Household Appliances,815,3,9.78
October,2020,Council District 10,8334,October,Multiple Streetlight Issue,6,58,0.07
October,2020,Council District 10,8334,October,Single Streetlight Issue,37,32,0.44
October,2020,Council District 11,6233,October,Bulky Items,3682,3,59.07
October,2020,Council District 11,6233,October,Electronic Waste,200,3,3.21
October,2020,Council District 11,6233,October,Graffiti Removal,654,5,10.49
October,2020,Council District 11,6233,October,Homeless Encampment,462,17,7.41
October,2020,Council District 11,6233,October,Illegal Dumping Pickup,398,6,6.39
October,2020,Council District 11,6233,October,Metal/Household Appliances,792,3,12.71
October,2020,Council District 11,6233,October,Multiple Streetlight Issue,12,3,0.19
October,2020,Council District 11,6233,October,Single Streetlight Issue,33,2,0.53
October,2020,Council District 12,7209,October,Bulky Items,4677,3,64.88
October,2020,Council District 12,7209,October,Electronic Waste,269,3,3.73
October,2020,Council District 12,7209,October,Graffiti Removal,530,2,7.35
October,2020,Council District 12,7209,October,Homeless Encampment,134,17,1.86
October,2020,Council District 12,7209,October,Illegal Dumping Pickup,411,5,5.7
October,2020,Council District 12,7209,October,Metal/Household Appliances,1044,3,14.48
October,2020,Council District 12,7209,October,Multiple Streetlight Issue,72,41,1.0
October,2020,Council District 12,7209,October,Single Streetlight Issue,72,15,1.0
October,2020,Council District 13,6838,October,Bulky Items,4032,4,58.96
October,2020,Council District 13,6838,October,Electronic Waste,188,3,2.75
October,2020,Council District 13,6838,October,Graffiti Removal,1011,4,14.79
October,2020,Council District 13,6838,October,Homeless Encampment,354,39,5.18
October,2020,Council District 13,6838,October,Illegal Dumping Pickup,527,7,7.71
October,2020,Council District 13,6838,October,Metal/Household Appliances,664,3,9.71
October,2020,Council District 13,6838,October,Multiple Streetlight Issue,11,33,0.16
October,2020,Council District 13,6838,October,Single Streetlight Issue,51,21,0.75
October,2020,Council District 14,6069,October,Bulky Items,3447,3,56.8
